WISE_ID,TOPDEP,BOTDEP,SAND,SILT,CLAY,GRAVEL,BULKDENS,OMC,MDD,CBR,LLMT,PLIND,POROS
BW654,190.0,200.0,57.4,10.5,31.7,18.2,1.9,16.0,1.8,6.1,41.3,10.1,40.4
BW813,0.0,20.0,62.0,12.0,26.0,18.2,0.9,22.3,1.7,11.4,43.1,23.6,43.9
BW813,20.0,32.0,49.0,24.0,27.0,18.2,0.9,26.5,2.0,11.5,43.0,19.2,43.1
BW813,32.0,40.0,24.0,46.0,30.0,18.2,0.9,16.2,1.7,14.2,42.9,19.3,37.2
BW813,40.0,45.0,49.3,19.0,32.1,18.2,0.9,13.5,1.7,11.9,59.7,27.2,43.6
BW813,45.0,60.0,73.0,11.0,16.0,18.2,0.9,26.0,1.4,11.4,43.0,11.8,43.5
BW813,60.0,100.0,53.0,9.0,38.0,18.2,0.9,22.0,2.3,11.4,41.3,19.2,44.5
BW813,100.0,130.0,47.0,8.0,45.0,18.2,0.9,28.9,1.6,13.2,27.7,19.3,43.0
BW813,130.0,160.0,34.0,26.0,40.0,18.2,0.9,22.6,1.8,8.5,43.0,13.4,48.0
BW857,0.0,5.0,91.0,7.0,2.0,18.2,0.9,22.4,2.1,3.8,29.5,16.8,24.0
BW857,5.0,25.0,90.0,7.0,3.0,18.2,0.9,21.8,1.8,5.8,23.0,13.0,22.2
BW857,25.0,45.0,87.0,6.0,7.0,18.2,0.9,16.3,2.3,5.8,29.7,19.5,23.6
BW857,45.0,60.0,88.0,5.0,7.0,18.2,0.9,20.6,2.2,4.9,29.4,14.2,25.3
BW857,60.0,75.0,92.0,5.0,3.0,18.2,0.9,26.4,2.0,5.0,27.5,16.4,23.7
BW857,75.0,90.0,89.0,3.0,8.0,18.2,0.9,21.6,2.7,7.4,29.9,20.1,23.9
BW857,90.0,120.0,89.0,4.0,7.0,18.2,0.9,24.7,1.8,5.3,38.4,16.8,23.3
BW869,0.0,6.0,43.0,15.0,42.0,18.2,1.8,29.1,2.1,13.3,33.3,16.2,49.1
BW869,6.0,20.0,36.0,14.0,50.0,18.2,1.7,12.5,2.2,11.1,46.4,25.1,23.1
BW869,20.0,57.0,36.0,15.0,49.0,18.2,1.7,20.1,2.2,10.8,34.6,7.1,42.4
BW869,57.0,90.0,31.0,15.0,54.0,18.2,1.7,20.1,2.0,10.8,46.3,15.8,37.7
BW869,90.0,131.0,24.0,16.0,60.0,18.2,1.6,17.3,1.7,11.0,58.4,16.1,46.5
BW869,131.0,160.0,20.0,18.0,62.0,18.2,1.7,19.3,2.1,2.4,59.4,18.5,39.8
BW869,160.0,188.0,18.0,18.0,64.0,18.2,1.7,17.3,2.0,15.0,46.5,18.8,26.2
BW869,188.0,200.0,66.0,17.0,17.0,18.2,1.5,22.1,1.8,12.5,46.5,11.9,34.8
BW870,0.0,5.0,81.0,9.0,10.0,18.2,1.8,10.2,2.2,6.6,40.5,17.4,48.9
BW870,5.0,16.0,78.0,10.0,12.0,18.2,1.8,10.2,1.8,2.6,40.5,17.1,38.8
BW870,16.0,30.0,76.0,8.0,16.0,18.2,1.7,10.2,1.9,6.0,40.5,11.9,38.5
BW870,30.0,61.0,71.0,8.0,21.0,18.2,1.6,10.2,1.7,11.6,40.5,22.5,39.0
BW870,61.0,86.0,73.0,17.0,10.0,18.2,2.1,10.2,2.0,5.3,40.5,17.4,29.0
BW871,0.0,18.0,85.0,5.0,10.0,9.7,1.6,20.7,2.1,10.5,31.0,11.0,38.3
BW871,18.0,34.0,71.0,6.0,23.0,10.3,1.6,28.2,2.1,10.2,43.1,17.3,25.1
BW871,34.0,68.0,73.0,5.0,22.0,9.9,1.6,20.8,2.1,13.1,54.6,9.0,45.9
BW871,68.0,99.0,68.0,6.0,26.0,10.0,1.6,14.3,2.0,10.6,30.8,11.9,32.2
BW871,99.0,129.0,66.0,8.0,26.0,9.6,1.6,10.0,2.2,8.2,45.7,11.1,35.4
BW871,129.0,158.0,61.0,12.0,27.0,10.0,1.5,28.9,2.5,10.8,53.4,8.0,35.8
BW872,0.0,15.0,81.0,8.0,11.0,18.2,1.7,26.2,1.8,10.4,35.8,12.1,37.2
BW872,15.0,39.0,74.0,7.0,19.0,18.2,1.6,20.4,1.6,10.2,42.2,10.1,37.7
BW872,39.0,82.0,66.0,7.0,27.0,18.2,1.6,11.6,2.2,10.4,25.6,27.3,34.5
BW872,82.0,107.0,66.0,7.0,27.0,18.2,1.6,25.3,1.9,14.9,58.2,18.7,37.9
BW872,107.0,133.0,67.0,8.0,25.0,18.2,1.6,20.5,1.8,10.8,25.7,25.8,37.7
BW872,133.0,177.0,62.0,9.0,29.0,18.2,1.6,19.1,2.1,6.3,34.8,18.9,40.9
BW873,0.0,17.0,78.0,8.0,14.0,18.2,1.6,18.5,1.3,3.0,33.4,9.3,36.2
BW873,17.0,31.0,62.0,10.0,28.0,18.2,1.7,18.4,1.6,4.3,29.4,11.5,33.7
BW873,31.0,48.0,54.0,14.0,32.0,18.2,1.8,19.9,1.3,4.1,34.5,6.1,48.0
BW873,48.0,79.0,49.0,14.0,37.0,18.2,1.7,17.7,1.8,2.9,24.2,18.4,23.9
BW873,79.0,111.0,40.0,20.0,40.0,18.2,1.7,21.3,1.3,6.8,33.6,11.1,34.1
BW873,111.0,143.0,46.0,18.0,36.0,18.2,1.5,18.7,1.8,4.3,33.6,11.6,41.6
BW873,143.0,168.0,26.0,23.0,51.0,18.2,1.2,12.3,1.8,4.7,45.7,10.8,33.1
BW874,0.0,16.0,65.0,19.0,16.0,18.2,0.8,21.9,1.6,8.4,51.8,19.2,44.6
BW874,16.0,55.0,67.0,7.0,26.0,18.2,1.8,12.8,1.7,7.0,51.6,18.8,40.2
BW874,55.0,94.0,66.0,8.0,26.0,18.2,1.8,19.7,1.9,12.3,51.5,18.5,29.6
BW874,94.0,127.0,65.0,9.0,26.0,18.2,1.8,20.4,2.0,11.9,49.2,18.5,35.0
BW874,127.0,184.0,71.0,6.0,23.0,18.2,1.8,19.6,1.6,4.2,53.6,19.1,34.4
BW874,184.0,200.0,70.0,7.0,23.0,18.2,1.7,25.0,1.6,8.6,52.0,18.8,24.3
BW875,0.0,9.0,1.0,27.0,72.0,18.2,0.8,19.3,2.1,5.3,33.5,27.5,23.8
BW875,9.0,29.0,2.0,24.0,74.0,18.2,0.8,19.5,1.6,9.8,43.0,20.9,31.3
BW875,29.0,64.0,3.0,17.0,80.0,18.2,1.1,20.9,2.1,9.4,34.6,21.2,31.0
BW875,64.0,110.0,6.0,39.0,55.0,18.2,0.8,17.2,2.1,14.3,34.3,21.4,20.8
BW875,110.0,128.0,46.0,18.0,36.0,18.2,1.3,16.8,1.5,9.5,27.4,21.6,48.9
BW875,128.0,150.0,16.0,33.0,51.0,18.2,1.3,21.7,2.0,10.1,35.1,16.3,31.6
BW876,0.0,18.0,93.0,2.0,5.0,18.2,1.8,20.6,1.7,8.3,46.6,14.6,30.7
BW876,18.0,31.0,89.0,3.0,8.0,18.2,1.8,20.8,1.8,7.9,41.1,19.8,39.4
BW876,31.0,55.0,89.0,3.0,8.0,18.2,1.8,16.5,2.1,6.8,50.6,19.7,30.8
BW876,55.0,95.0,84.0,3.0,13.0,18.2,1.7,20.8,1.8,14.4,27.1,27.2,28.6
BW876,95.0,140.0,85.0,3.0,12.0,18.2,1.7,25.5,1.8,8.0,40.0,20.0,25.1
BW876,140.0,166.0,83.0,3.0,14.0,18.2,1.7,20.8,1.5,3.5,41.3,18.6,31.5
BW877,0.0,17.0,15.0,15.0,70.0,18.2,1.8,13.1,1.9,4.9,48.1,27.0,35.0
BW877,17.0,38.0,16.0,17.0,67.0,18.2,1.9,10.6,1.9,10.1,50.0,25.7,35.0
BW877,38.0,61.0,16.0,13.0,71.0,18.2,1.9,13.3,2.1,4.9,46.1,26.2,35.0
BW877,61.0,84.0,14.0,15.0,71.0,18.2,1.9,10.1,1.8,5.8,36.4,27.7,35.0
BW877,84.0,105.0,10.0,17.0,73.0,18.2,2.0,19.9,2.0,2.3,51.2,27.0,35.0
BW877,105.0,150.0,13.0,14.0,73.0,18.2,1.9,13.4,1.9,3.0,46.0,26.9,35.0
BW878,0.0,11.0,68.0,14.0,18.0,10.2,1.6,26.3,1.9,4.5,23.9,21.8,41.2
BW878,11.0,31.0,60.0,14.0,26.0,9.9,1.6,18.8,1.9,5.9,23.8,14.9,42.6
BW878,31.0,53.0,56.0,13.0,31.0,10.5,1.6,18.5,2.3,3.1,23.8,24.8,25.1
BW878,53.0,77.0,54.0,12.0,34.0,9.9,1.7,17.6,1.6,4.9,24.1,23.6,43.9
BW878,77.0,108.0,52.0,11.0,37.0,10.0,1.6,19.1,2.2,7.0,23.8,19.9,45.6
BW878,108.0,136.0,48.0,12.0,40.0,9.6,1.6,19.1,1.8,13.7,23.9,21.4,40.9
BW878,136.0,150.0,63.0,12.0,25.0,10.0,1.8,12.6,2.3,11.8,23.4,21.0,49.4
BW879,0.0,13.0,85.0,10.0,5.0,53.6,1.7,24.4,1.8,5.5,34.8,6.3,41.8
BW879,13.0,25.0,84.0,10.0,6.0,53.5,1.8,24.8,1.6,4.0,35.1,15.8,41.3
BW879,25.0,37.0,86.0,8.0,6.0,53.5,1.7,24.9,2.4,6.1,28.2,14.4,33.9
BW879,37.0,51.0,84.0,10.0,6.0,10.0,1.8,24.8,1.7,7.8,34.5,15.6,41.8
BW879,51.0,77.0,86.0,9.0,5.0,75.0,1.8,25.1,2.1,5.7,32.9,17.1,49.2
BW879,77.0,100.0,81.0,15.0,4.0,75.0,1.9,24.4,1.8,5.6,43.0,26.3,41.1
BW880,0.0,8.0,72.0,10.0,18.0,20.4,1.6,10.4,2.2,10.8,45.3,23.2,35.2
BW880,8.0,23.0,61.0,11.0,28.0,20.2,1.5,25.7,2.0,7.0,56.8,23.4,34.8
BW880,23.0,43.0,61.0,10.0,29.0,20.5,1.6,20.7,2.1,12.4,44.9,23.0,34.9
BW880,43.0,56.0,53.0,9.0,38.0,19.6,1.7,28.2,1.6,11.3,44.9,25.8,35.3
BW880,56.0,81.0,43.0,9.0,48.0,19.6,1.8,12.9,2.1,10.0,45.2,22.8,34.4
BW880,81.0,110.0,48.0,10.0,42.0,20.1,1.8,20.3,1.7,10.1,22.8,24.4,35.1
BW880,110.0,150.0,46.0,10.0,44.0,20.0,1.5,27.9,1.8,9.9,55.9,19.4,35.1
BW881,0.0,10.0,84.0,9.0,7.0,5.0,1.8,21.0,2.0,11.5,30.0,12.7,27.5
BW881,10.0,23.0,84.0,8.0,8.0,5.0,1.7,16.8,1.6,11.1,39.0,13.0,38.1
BW881,23.0,40.0,81.0,9.0,10.0,10.0,1.7,22.0,1.4,14.9,34.5,18.5,37.9
BW881,40.0,65.0,80.0,8.0,12.0,50.0,1.3,20.7,1.9,11.9,56.0,12.8,46.3
BW881,65.0,97.0,78.0,8.0,14.0,29.5,1.6,18.2,2.1,11.6,38.3,9.9,39.5
BW881,97.0,124.0,78.0,7.0,15.0,55.0,1.2,20.8,1.8,8.0,39.0,9.5,38.2
BW881,124.0,150.0,73.0,11.0,16.0,55.0,1.8,24.8,2.3,12.0,33.0,14.4,38.6
BW882,0.0,5.0,56.0,33.0,11.0,18.2,1.7,19.6,1.8,9.4,50.1,5.6,28.5
BW882,5.0,33.0,69.0,15.0,16.0,18.2,1.6,18.7,2.2,6.5,44.9,14.9,42.2
BW882,33.0,64.0,66.0,16.0,18.0,18.2,1.5,20.1,2.1,11.7,59.7,15.0,40.5
BW882,64.0,94.0,65.0,16.0,19.0,18.2,1.5,14.0,1.8,9.1,49.8,17.1,38.5
BW882,94.0,119.0,66.0,15.0,19.0,18.2,1.6,27.4,1.5,9.0,49.4,10.7,48.6
BW882,119.0,150.0,66.0,15.0,19.0,18.2,1.6,20.4,2.0,8.9,46.4,26.3,46.7
BW883,0.0,25.0,94.0,4.0,2.0,18.2,1.6,29.9,1.9,12.2,37.0,16.7,32.4
BW883,25.0,46.0,93.0,5.0,2.0,18.2,1.6,18.2,1.8,11.1,37.4,21.6,39.0
BW883,46.0,80.0,93.0,5.0,2.0,18.2,1.7,21.6,1.8,12.8,37.4,27.2,39.3
BW883,80.0,120.0,93.0,5.0,2.0,18.2,1.8,10.2,2.2,13.8,37.0,21.5,46.3
BW883,120.0,170.0,93.0,4.0,3.0,18.2,1.6,12.2,1.7,12.6,37.3,21.2,39.5
BW884,0.0,1.0,66.0,12.0,22.0,18.2,2.1,17.9,2.2,11.8,39.2,17.7,42.1
BW884,1.0,23.0,67.0,8.0,25.0,18.2,1.8,17.2,1.8,8.5,46.8,14.5,41.1
BW884,23.0,55.0,68.0,8.0,24.0,18.2,1.8,17.3,2.4,8.6,40.4,12.6,43.2
BW884,55.0,65.0,81.0,4.0,15.0,18.2,2.2,24.7,1.7,4.5,21.2,17.6,42.4
BW884,65.0,90.0,58.0,11.0,31.0,18.2,1.5,10.6,1.9,10.1,50.0,25.7,42.4
BW885,0.0,24.0,93.0,3.0,4.0,18.2,1.8,17.9,1.4,8.9,34.4,22.5,39.1
BW885,24.0,42.0,93.0,3.0,4.0,18.2,1.8,29.6,1.8,12.4,23.2,22.5,38.8
BW885,42.0,51.0,93.0,4.0,3.0,18.2,1.7,13.8,1.6,3.6,34.4,21.8,39.2
BW885,51.0,82.0,71.0,4.0,25.0,18.2,1.8,11.9,2.0,10.8,20.9,25.9,39.2
BW885,82.0,120.0,68.0,6.0,26.0,18.2,1.7,26.1,1.7,2.4,59.4,18.5,39.0
BW886,0.0,22.0,87.0,7.0,6.0,18.2,1.7,18.0,1.7,7.7,37.5,14.6,28.8
BW886,22.0,45.0,84.0,7.0,9.0,18.2,1.4,18.0,2.0,4.2,48.1,24.1,32.1
BW886,45.0,62.0,70.0,15.0,15.0,18.2,1.4,17.3,1.9,7.7,37.0,16.7,29.2
BW886,62.0,80.0,44.0,40.0,16.0,18.2,1.1,17.7,1.6,7.5,37.8,19.3,29.2
BW886,80.0,115.0,85.0,8.0,7.0,18.2,1.2,17.3,2.1,7.8,37.5,23.8,28.6
BW886,115.0,150.0,56.0,27.0,17.0,18.2,1.0,17.6,1.6,11.4,26.7,16.2,25.6
BW887,0.0,12.0,56.0,19.0,25.0,18.2,1.3,20.4,2.0,4.7,38.6,15.2,34.6
BW887,12.0,32.0,48.0,15.0,37.0,18.2,1.6,21.7,2.0,5.1,38.5,20.7,44.0
BW887,32.0,65.0,47.0,13.0,40.0,18.2,1.8,20.6,1.7,4.8,38.7,29.1,24.7
BW887,65.0,100.0,48.0,13.0,39.0,18.2,1.7,15.7,1.6,5.3,38.8,10.0,33.9
BW887,100.0,130.0,51.0,11.0,38.0,18.2,1.7,27.1,2.3,3.2,39.1,28.3,34.2
BW887,130.0,160.0,57.0,9.0,34.0,18.2,2.2,18.9,1.8,7.2,38.1,20.3,34.7
CA081,0.0,30.0,38.1,29.1,33.7,18.2,0.9,20.8,2.0,9.1,55.7,22.4,41.8
CA081,30.0,42.0,38.1,29.1,33.7,18.2,0.9,20.8,2.0,7.1,52.4,22.6,44.5
CA081,42.0,62.0,38.1,29.1,33.7,18.2,0.9,20.8,2.1,4.4,23.3,22.7,46.6
CA082,-4.0,24.1,46.3,29.6,23.7,18.2,1.6,19.1,2.1,10.0,33.1,28.0,33.9
CA082,0.0,3.0,46.1,29.7,24.4,18.2,2.3,14.5,1.9,10.3,33.3,16.6,34.0
CA082,3.0,8.0,54.0,34.0,12.0,18.2,1.5,19.0,2.0,5.0,33.2,8.1,33.9
CA082,8.0,13.0,54.0,36.0,10.0,18.2,2.0,18.9,1.7,10.4,33.1,7.6,30.1
CA082,13.0,18.0,50.0,28.0,22.0,18.2,1.9,21.6,1.9,9.8,46.1,18.4,30.8
CA082,18.0,23.0,43.0,27.0,30.0,18.2,1.9,29.5,2.1,14.9,22.8,16.5,37.3
CA082,23.0,33.0,38.0,26.0,36.0,18.2,1.8,11.7,2.0,9.5,39.8,13.0,38.8
CA082,33.0,73.0,40.0,25.0,35.0,18.2,1.9,19.0,1.5,10.2,22.8,24.6,34.0
CI015,0.0,10.0,76.0,13.0,11.0,18.2,0.9,16.8,2.0,4.6,25.4,10.8,37.8
CI015,10.0,60.0,50.0,18.0,32.0,18.2,0.9,17.5,2.1,3.9,26.0,11.1,34.3
CI015,60.0,95.0,42.0,17.0,41.0,18.2,0.9,11.6,2.0,3.8,25.6,11.4,33.8
CI015,95.0,120.0,56.0,16.1,27.6,18.2,0.9,22.5,1.6,4.7,25.6,11.6,30.2
CI016,0.0,10.0,22.0,44.0,34.0,18.2,0.9,25.9,1.7,13.9,47.2,27.3,43.7
CI016,10.0,30.0,21.2,42.6,36.1,18.2,0.9,20.2,2.1,12.4,52.5,27.8,35.8
CI016,30.0,85.0,21.0,43.2,35.6,18.2,0.9,23.2,1.8,12.1,45.7,27.7,30.0
CI016,85.0,120.0,20.0,42.0,38.0,18.2,0.9,22.6,1.5,12.4,52.5,27.8,33.0
CI016,120.0,150.0,20.6,42.9,36.3,18.2,0.9,22.8,2.0,10.9,38.1,27.6,35.4
CI017,0.0,5.0,85.0,6.0,9.0,18.2,1.7,29.4,2.1,9.0,39.6,7.0,36.9
CI017,5.0,13.0,81.0,8.0,11.0,18.2,1.7,29.3,2.0,8.8,30.3,7.3,42.7
CI017,13.0,35.0,77.0,9.0,14.0,18.2,1.7,29.5,1.7,14.8,53.8,7.0,44.4
CI017,35.0,60.0,77.0,9.0,14.0,18.2,1.8,28.9,1.6,9.1,39.5,7.5,23.1
CI017,60.0,78.0,79.0,7.0,14.0,18.2,1.8,28.8,1.7,7.8,35.1,7.1,39.1
CI017,78.0,150.0,76.0,5.0,19.0,18.2,1.7,29.3,2.3,3.8,39.4,7.2,47.7
CI018,0.0,20.0,60.0,10.0,30.0,18.2,0.9,26.2,2.1,8.9,36.7,18.1,24.5
CI018,20.0,45.0,46.0,11.0,43.0,18.2,0.9,25.7,1.7,8.5,40.0,25.5,25.2
CI018,45.0,90.0,43.0,10.0,47.0,18.2,0.9,25.9,2.2,9.2,32.5,10.5,25.1
CI018,90.0,110.0,43.0,10.0,47.0,18.2,0.9,25.5,2.4,8.7,36.3,18.7,24.8
CI019,0.0,10.0,37.0,28.0,35.0,18.2,0.9,17.1,1.7,8.0,36.4,8.9,31.8
CI019,10.0,70.0,30.0,17.0,53.0,18.2,0.9,16.7,1.6,3.0,46.9,26.5,34.7
CI019,70.0,90.0,27.0,29.0,44.0,18.2,0.9,16.0,1.8,7.8,40.2,17.4,31.7
CI019,90.0,115.0,35.0,22.0,43.0,18.2,0.9,16.9,1.9,7.2,36.2,17.4,32.6
CI019,115.0,150.0,32.2,24.4,43.3,18.2,0.9,18.0,1.9,12.3,22.3,17.4,29.6
CI020,0.0,10.0,69.0,14.0,17.0,75.0,1.8,19.7,1.7,3.1,45.5,24.8,38.4
CI020,10.0,30.0,63.0,5.0,32.0,71.0,1.0,19.2,1.8,4.3,38.3,21.1,38.3
CI020,30.0,80.0,32.0,15.0,53.0,63.0,1.0,19.6,1.8,4.1,27.5,23.2,38.3
CI020,80.0,100.0,26.0,28.0,46.0,5.0,1.5,18.2,1.3,7.4,55.3,22.8,39.5
CI020,110.0,150.0,21.0,30.0,49.0,2.0,1.8,20.3,1.9,9.1,22.8,22.6,37.5
CI021,0.0,10.0,79.0,12.0,9.0,3.0,1.5,22.9,2.1,7.3,44.8,17.9,43.6
CI021,10.0,25.0,71.0,13.0,16.0,56.0,1.3,19.8,1.8,2.9,37.6,17.4,43.6
CI021,25.0,66.0,45.0,13.0,42.0,70.0,1.3,19.5,2.2,6.7,37.9,17.8,43.8
CI021,66.0,151.0,26.0,26.0,48.0,42.6,1.4,15.8,2.2,11.1,30.5,17.9,43.9
CI022,0.0,8.0,76.0,13.0,11.0,54.0,1.9,11.2,2.1,5.6,38.6,17.4,39.2
CI022,8.0,30.0,61.0,16.0,23.0,53.6,1.6,10.7,2.1,5.3,44.5,15.9,35.3
CI022,30.0,50.0,51.0,17.0,32.0,54.1,1.5,13.2,1.6,5.8,41.6,18.3,32.8
CI022,50.0,80.0,45.0,18.0,37.0,54.1,1.5,10.9,1.5,6.1,42.0,16.9,29.8
CI022,80.0,110.0,40.0,22.0,38.0,54.0,1.4,11.4,2.0,5.4,41.9,17.4,28.3
CI023,0.0,12.0,77.0,13.0,10.0,18.2,1.3,29.0,2.2,5.0,30.3,16.9,43.3
CI023,12.0,37.0,73.0,12.0,15.0,18.2,1.6,23.2,2.0,4.9,42.5,22.7,44.0
CI023,37.0,50.0,72.0,13.0,15.0,18.2,1.6,17.3,2.2,4.7,55.1,22.6,45.7
CI023,50.0,75.0,75.0,11.0,14.0,18.2,1.6,22.8,1.9,4.7,42.5,24.7,49.8
CI023,75.0,100.0,73.0,11.0,16.0,18.2,1.6,22.0,1.7,7.4,42.7,27.0,43.5
CI023,100.0,120.0,54.0,21.0,25.0,18.2,1.8,23.2,1.6,5.5,42.7,23.0,34.9
CI024,0.0,10.0,80.0,6.0,14.0,4.0,1.1,15.4,1.9,13.7,41.8,6.0,27.1
CI024,10.0,20.0,74.0,6.0,20.0,7.0,1.0,15.9,2.2,7.6,59.1,8.9,30.0
CI024,20.0,70.0,62.0,7.0,31.0,59.0,1.5,14.0,1.8,4.4,23.8,22.6,35.0
CI024,70.0,110.0,48.0,13.0,39.0,15.0,1.3,14.6,2.2,5.7,41.7,11.6,41.6
CI024,110.0,150.0,66.4,8.3,25.8,95.0,1.4,15.0,2.1,7.6,41.3,9.9,33.0
CI025,0.0,7.0,66.0,11.0,23.0,7.0,1.5,19.7,1.9,8.0,59.1,17.5,39.6
CI025,7.0,15.0,59.0,12.0,29.0,29.0,1.4,26.9,1.6,2.0,46.2,20.0,32.4
CI025,15.0,35.0,49.0,12.0,39.0,63.0,1.6,16.6,1.5,13.0,40.1,17.5,32.3
CI025,35.0,60.0,44.0,12.0,44.0,47.0,1.6,19.4,1.9,8.5,32.6,10.8,32.0
CI025,60.0,90.0,34.0,15.0,51.0,40.0,1.4,19.0,1.9,7.8,27.4,29.9,32.4
CI025,90.0,110.0,34.0,18.0,48.0,55.0,1.3,19.3,1.6,8.5,40.0,17.5,33.8
CI025,120.0,150.0,22.0,30.0,48.0,85.0,0.9,14.8,1.8,9.1,32.9,8.5,22.8
CI026,0.0,7.0,67.0,14.0,19.0,76.0,1.7,13.6,2.4,6.2,28.2,22.1,35.0
CI026,7.0,20.0,51.0,16.0,33.0,75.0,1.9,15.3,2.4,3.3,27.2,22.3,35.0
CI026,20.0,45.0,34.0,16.0,50.0,77.0,1.7,17.5,2.1,3.3,30.9,21.9,35.0
CI026,45.0,70.0,21.0,14.0,65.0,75.0,0.9,19.6,2.1,11.5,47.6,16.5,35.0
CI026,70.0,115.0,22.0,16.0,62.0,71.0,1.0,17.4,2.4,12.6,30.7,22.4,35.0
CI026,115.0,135.0,17.0,26.0,57.0,8.0,1.4,12.9,2.1,3.8,20.9,22.2,35.0
CI026,135.0,160.0,15.0,28.0,57.0,7.0,1.1,27.1,1.6,3.2,30.7,28.3,35.0
CK001,0.0,3.0,38.1,29.1,33.7,18.2,0.9,27.1,2.1,9.2,52.5,27.8,25.1
CK001,3.0,15.0,38.1,29.1,33.7,18.2,0.9,28.9,1.8,9.1,37.1,26.4,23.1
CK001,15.0,35.0,38.1,29.1,33.7,18.2,0.9,25.3,1.6,9.4,45.0,21.7,26.4
CL023,0.0,15.0,8.0,75.0,17.0,18.2,0.9,21.0,2.0,7.2,45.6,10.4,23.1
CL023,15.0,45.0,9.0,72.0,19.0,18.2,0.9,27.9,2.3,4.5,55.9,19.4,23.1
CL023,45.0,60.0,11.0,71.0,18.0,18.2,0.9,18.0,1.9,6.9,22.3,15.0,23.1
CL023,60.0,100.0,16.0,64.0,20.0,18.2,0.9,17.3,1.9,8.8,58.4,14.4,23.0
CL023,100.0,120.0,10.9,70.0,18.7,18.2,0.9,21.1,2.3,7.3,45.8,15.1,23.3
CL024,0.0,19.0,35.0,65.0,4.7,1.0,0.7,17.2,1.6,8.4,31.9,15.0,35.0
CL024,19.0,45.0,58.0,43.0,5.4,1.0,0.6,29.3,1.7,8.6,41.1,16.2,33.4
CL024,35.0,45.0,55.0,46.0,4.9,55.0,0.8,24.5,1.7,8.6,41.4,16.2,33.5
CL024,45.0,51.0,72.0,20.0,8.0,60.0,0.5,24.5,2.3,7.8,40.8,15.7,32.9
CL024,51.0,65.0,94.0,4.0,2.0,60.0,0.5,25.5,1.8,13.0,40.0,9.7,25.1
CL024,45.0,47.0,63.0,35.4,5.4,15.0,0.9,24.5,2.2,5.0,41.1,17.4,33.5
CL024,47.0,58.0,63.0,36.0,4.8,27.5,1.1,24.5,1.6,8.0,40.8,9.9,39.5
CL024,58.0,73.0,62.8,35.7,4.8,15.0,0.2,24.9,1.7,8.1,40.7,15.5,32.9
CL024,73.0,79.0,62.4,35.3,5.2,15.0,0.5,27.9,1.8,6.8,51.2,27.8,33.1
CL025,-4.0,100.7,17.0,75.0,8.0,18.2,0.8,23.5,1.9,3.5,33.7,18.6,46.7
CL025,0.0,26.0,52.0,49.0,8.7,18.2,0.7,19.1,2.0,4.0,54.3,14.1,39.1
CL025,26.0,56.0,71.0,29.0,9.7,18.2,0.7,15.2,1.5,4.0,50.2,17.3,39.6
CL025,56.0,88.0,70.0,23.0,7.0,18.2,0.4,18.8,1.9,4.0,50.7,7.0,40.2
CL025,88.0,94.0,45.0,40.0,15.0,18.2,1.1,24.8,2.2,3.5,51.0,12.2,39.9
CL025,94.0,149.0,51.0,44.0,5.0,18.2,0.9,19.2,1.9,3.8,54.7,14.0,40.3
CL025,149.0,190.0,47.0,42.0,11.0,18.2,0.3,10.6,1.7,3.8,59.6,14.2,34.2
CL026,-5.0,114.3,77.0,21.0,2.0,18.2,0.6,23.1,1.7,9.1,32.5,16.4,32.5
CL026,0.0,32.0,83.0,18.0,0.9,18.2,0.6,20.3,1.6,9.2,32.4,16.3,42.1
CL026,32.0,63.0,75.0,24.0,1.0,18.2,0.8,22.5,2.0,6.7,30.8,6.2,33.0
CL026,63.0,112.0,81.0,18.0,1.0,18.2,0.8,22.9,1.7,7.4,32.8,27.0,27.7
CL026,112.0,162.0,84.0,15.0,1.0,18.2,0.9,22.9,1.8,9.5,31.9,16.6,25.6
CL026,162.0,200.0,80.1,19.0,0.8,18.2,0.4,25.4,2.1,14.0,35.3,17.0,36.0
CL027,0.0,16.0,31.0,64.0,5.0,18.2,0.7,18.8,2.3,11.8,25.7,19.4,37.1
CL027,16.0,30.0,71.0,27.0,2.0,18.2,0.6,28.9,1.8,13.2,47.0,20.5,43.7
CL027,30.0,70.0,78.0,22.0,3.2,18.2,1.0,11.5,1.5,10.2,46.6,26.5,36.4
CL027,70.0,92.0,81.0,20.0,4.0,18.2,1.1,18.4,1.9,13.8,47.5,26.6,37.2
CL027,92.0,102.0,67.0,30.0,3.0,18.2,1.5,19.2,1.8,7.7,56.6,16.8,36.4
CL027,102.0,118.0,65.0,31.0,4.0,18.2,1.6,15.9,1.5,14.1,59.1,8.9,30.0
CL028,0.0,15.0,29.0,64.0,7.0,1.0,0.8,23.8,1.9,9.2,50.5,23.3,41.3
CL028,15.0,60.0,70.0,31.0,6.7,1.0,0.6,23.6,2.2,4.0,49.9,16.5,40.8
CL028,60.0,85.0,81.0,20.0,7.0,1.0,0.9,24.0,2.1,9.8,54.7,23.2,41.1
CL028,85.0,104.0,71.0,30.0,7.5,30.0,0.8,23.5,1.8,7.1,38.6,28.4,40.8
CL028,104.0,120.0,63.1,36.5,7.4,8.2,0.9,24.1,2.0,6.9,57.2,25.4,41.1
CM022,0.0,17.0,31.0,14.0,55.0,18.2,0.9,22.4,1.6,6.7,45.7,20.7,29.8
